Having_IP_Address,URL_Length,Shortening_Service,Having_At_Symbol,Double_Slash_Redirecting,Prefix_Suffix,Having_Sub_Domain,SSLfinal_State,Domain_registeration_length,Favicon,HTTPS_Token,PctImageTags,PctAudioTags,PctVideoTags,PctTrackTags,PctSourceTags,PctIframeTags,URL_of_Anchor,PctMetaTags,PctScriptTags,PctLinkTags,SFH,Submit_to_Email,Abnormal Url,Port
-1,100,1,1,1,1,3,-1.0,1461,-1,1,100.0,0.0,0.0,0,0.0,0.0,100.0,100.0,0.0,100.0,0.0,1,1,0
-1,100,1,1,1,1,3,-1.0,1461,-1,1,100.0,0.0,0.0,0,0.0,0.0,100.0,100.0,0.0,100.0,0.0,1,1,0
-1,100,1,1,1,1,3,-1.0,1461,-1,1,100.0,0.0,0.0,0,0.0,0.0,100.0,100.0,0.0,100.0,0.0,1,1,0
-1,100,1,1,1,1,3,-1.0,1461,-1,1,100.0,0.0,0.0,0,0.0,0.0,100.0,100.0,0.0,100.0,0.0,1,1,0
-1,100,1,1,1,1,3,-1.0,1461,-1,1,100.0,0.0,0.0,0,0.0,0.0,100.0,100.0,0.0,100.0,0.0,1,1,0
-1,100,1,1,1,1,3,-1.0,1461,-1,1,100.0,0.0,0.0,0,0.0,0.0,100.0,100.0,0.0,100.0,0.0,1,1,0
-1,100,1,1,1,1,3,-1.0,1461,-1,1,100.0,0.0,0.0,0,0.0,0.0,100.0,100.0,0.0,100.0,0.0,1,1,0
-1,100,1,1,1,1,3,-1.0,1461,-1,1,100.0,0.0,0.0,0,0.0,0.0,100.0,100.0,0.0,100.0,0.0,1,1,0
-1,100,1,1,1,1,3,-1.0,1461,-1,1,100.0,0.0,0.0,0,0.0,0.0,100.0,100.0,0.0,100.0,0.0,1,1,0
-1,63,1,1,1,1,3,-1.0,730,-1,1,100.0,0.0,0.0,0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,1,1,0
1,46,1,1,1,1,1,,365,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
1,45,1,1,1,1,1,,365,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
-1,218,1,1,1,1,3,,1096,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
-1,126,1,1,1,1,2,1.0,8400,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
-1,46,1,1,1,1,2,,730,-1,1,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,1,1,0
1,25,-1,1,1,1,1,,0,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,-1,0,0
1,24,-1,1,1,1,2,-1.0,1460,1,1,0.0,0.0,0.0,0,0.0,0.0,6.087,22.297,28.571,0.0,0.0,1,1,0
-1,512,1,-1,1,-1,24,0.0,0,-1,-1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-1,107,1,1,1,1,2,,731,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
-1,82,1,1,1,1,3,,365,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
-1,232,1,1,1,1,6,-1.0,4748,1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
-1,107,1,1,1,1,2,,731,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
1,34,1,1,1,1,1,,0,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0,0,0
1,43,1,1,1,1,1,,0,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0,0,0
1,35,1,1,1,1,1,,0,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0,0,0
1,26,1,1,1,1,1,,0,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0,0,0
-1,156,1,1,1,1,2,-1.0,731,-1,1,100.0,0.0,0.0,0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,1,1,0
1,40,1,1,1,1,1,-1.0,731,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
-1,69,-1,1,1,1,4,-1.0,730,-1,1,100.0,0.0,0.0,0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,1,1,0
-1,108,1,1,1,1,2,,731,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
-1,106,1,1,1,1,2,,731,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
1,47,1,1,1,1,2,,0,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0,0,0
1,40,1,1,1,1,2,,0,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1,39,1,1,1,1,2,,0,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1,49,0,1,1,1,3,0.0,365,0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
-1,179,-1,1,1,1,5,-1.0,365,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
-1,120,1,1,1,1,2,-1.0,1461,-1,1,100.0,0.0,0.0,0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,1,1,0
-1,128,1,1,1,1,2,-1.0,1461,-1,1,100.0,0.0,0.0,0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,1,1,0
-1,169,1,1,1,1,2,-1.0,1461,-1,1,100.0,0.0,0.0,0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,1,1,0
1,37,1,1,1,1,1,-1.0,1461,-1,1,100.0,0.0,0.0,0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,1,1,0
-1,50,1,1,1,1,2,-1.0,731,-1,1,100.0,0.0,0.0,0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,1,1,0
-1,160,1,1,1,1,2,-1.0,731,-1,1,100.0,0.0,0.0,0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,1,1,0
1,62,1,1,1,1,1,-1.0,731,-1,1,100.0,0.0,0.0,0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,1,1,0
1,61,1,1,1,1,1,-1.0,731,-1,1,100.0,0.0,0.0,0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,1,1,0
-1,156,1,1,1,1,2,-1.0,731,-1,1,100.0,0.0,0.0,0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,1,1,0
1,39,1,1,1,1,1,-1.0,731,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
-1,30,-1,1,1,1,3,0.0,0,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1,57,1,1,1,1,1,,2192,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
1,41,-1,1,1,1,2,,11322,-1,1,100.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0
-1,82,1,1,1,1,3,,365,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
-1,82,1,1,1,1,3,,365,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
1,53,-1,-1,1,1,2,,2922,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
1,54,1,-1,1,1,2,,2922,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
1,36,1,1,1,1,1,0.0,2191,1,1,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,1,1,0
-1,39,1,1,1,1,2,,0,-1,1,100.0,0.0,0.0,0,0.0,0.0,0.0,100.0,100.0,90.909,0.0,0,0,0
-1,206,0,1,1,1,1,,365,0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
-1,125,1,1,1,1,2,,0,1,1,100.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0,0,0
-1,34,-1,1,1,1,2,-1.0,0,1,1,0.0,0.0,0.0,0,0.0,0.0,100.0,100.0,100.0,21.053,0.0,1,1,0
1,41,1,1,1,1,2,-1.0,365,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0,1,0
-1,62,1,-1,1,-1,2,-1.0,365,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0,1,0
-1,63,-1,1,1,1,9,,0,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
-1,38,-1,1,1,1,1,0.0,0,-1,1,0.0,0.0,0.0,0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,1,-1,0
-1,43,1,1,1,1,2,0.0,0,-1,1,100.0,0.0,0.0,0,0.0,100.0,98.837,100.0,100.0,100.0,0.0,1,1,0
-1,309,1,1,1,1,2,-1.0,1461,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
1,42,-1,1,1,1,1,,1096,1,1,0.0,0.0,0.0,0,0.0,0.0,6.993,48.205,3.125,9.524,0.0,1,1,0
1,28,-1,1,1,1,1,-1.0,2557,-1,1,100.0,0.0,0.0,0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,1,1,0
1,47,1,1,1,1,4,1.0,1096,-1,1,85.71,0.0,0.0,0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,1,1,0
1,26,0,1,1,1,1,0.0,365,0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
1,28,0,1,1,1,1,0.0,365,0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
-1,39,1,1,1,1,2,-1.0,365,1,1,0.0,0.0,0.0,0,0.0,100.0,85.915,100.0,100.0,100.0,0.0,1,1,0
-1,59,1,1,1,1,2,1.0,2191,-1,1,100.0,0.0,0.0,0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,1,1,0
-1,60,1,1,1,1,2,1.0,2191,-1,1,100.0,0.0,0.0,0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,1,1,0
-1,48,1,1,1,1,2,1.0,2191,-1,1,100.0,0.0,0.0,0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,1,1,0
-1,49,1,1,1,1,2,1.0,2191,-1,1,100.0,0.0,0.0,0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,1,1,0
-1,42,-1,1,1,1,1,-1.0,0,1,1,100.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0,0,0
-1,43,1,1,1,1,1,-1.0,0,1,1,100.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0,0,0
1,90,-1,1,1,1,1,,0,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1,91,-1,1,1,1,1,,0,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1,101,-1,1,1,1,1,,0,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1,102,-1,1,1,1,1,,0,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1,112,-1,1,1,1,1,,0,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1,113,-1,1,1,1,1,,0,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1,103,-1,1,1,1,1,,0,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1,91,-1,1,1,1,1,,0,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1,92,-1,1,1,1,1,,0,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1,80,-1,1,1,1,1,,0,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1,81,-1,1,1,1,1,,0,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-1,63,1,1,1,1,2,1.0,2191,-1,1,100.0,0.0,0.0,0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,1,1,0
1,42,1,1,1,1,1,,365,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
1,43,1,1,1,1,1,,365,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
-1,138,1,1,1,1,4,-1.0,4748,-1,1,50.0,0.0,0.0,0,0.0,0.0,95.312,100.0,100.0,100.0,0.0,1,1,0
-1,129,-1,1,1,1,3,-1.0,4748,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
-1,52,-1,1,1,1,2,1.0,2191,-1,1,50.0,0.0,0.0,0,0.0,0.0,88.235,100.0,100.0,100.0,0.0,1,1,0
-1,53,1,1,1,1,2,1.0,2191,-1,1,50.0,0.0,0.0,0,0.0,0.0,88.235,100.0,100.0,100.0,0.0,1,1,0
1,57,1,1,1,1,1,,0,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0,0,0
-1,55,1,1,1,1,5,0.0,3652,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
-1,98,-1,1,1,1,2,1.0,2191,-1,1,50.0,0.0,0.0,0,0.0,0.0,88.235,100.0,100.0,100.0,0.0,1,1,0
-1,99,1,1,1,1,2,1.0,2191,-1,1,50.0,0.0,0.0,0,0.0,0.0,88.235,100.0,100.0,100.0,0.0,1,1,0
-1,96,1,1,1,1,2,1.0,2191,-1,1,50.0,0.0,0.0,0,0.0,0.0,88.235,100.0,100.0,100.0,0.0,1,1,0
-1,95,-1,1,1,1,2,1.0,2191,-1,1,50.0,0.0,0.0,0,0.0,0.0,88.235,100.0,100.0,100.0,0.0,1,1,0
-1,34,1,1,1,1,3,0.0,0,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-1,69,1,-1,1,-1,3,-1.0,5479,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0,1,0
1,29,-1,1,1,1,1,,0,1,1,99.82,0.0,0.0,0,0.0,0.0,28.028,100.0,100.0,100.0,0.0,1,-1,0
-1,101,-1,1,1,1,4,,11200,1,-1,100.0,0.0,0.0,0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,1,1,0
-1,479,1,-1,-1,-1,26,0.0,0,-1,-1,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,1,0,0
1,31,-1,1,1,1,1,,731,1,1,0.0,0.0,0.0,0,0.0,0.0,30.0,7.229,0.0,6.25,0.0,1,1,0
-1,175,1,-1,1,-1,8,1.0,1461,-1,1,100.0,0.0,0.0,0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,1,1,0
1,67,1,-1,1,1,1,0.0,2922,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
-1,68,1,1,1,1,2,0.0,0,1,1,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,1,0,0
-1,67,1,1,1,1,2,0.0,0,1,1,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,1,0,0
-1,67,1,1,1,1,2,0.0,0,1,1,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,1,0,0
1,39,1,1,1,1,1,,1461,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
-1,467,1,1,1,1,2,-1.0,365,1,1,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,1,1,0
-1,499,1,1,1,1,2,-1.0,365,1,1,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,1,1,0
1,35,-1,1,1,1,1,-1.0,0,-1,1,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,-1,0,0
1,69,1,1,1,1,1,,1461,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
-1,810,1,1,-1,1,11,1.0,4017,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
1,38,-1,1,1,1,1,,0,-1,1,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,-1,0,0
1,37,-1,1,1,1,1,-1.0,0,-1,1,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,-1,0,0
1,44,-1,1,1,1,1,,0,-1,1,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,-1,0,0
1,19,1,1,1,1,1,0.0,0,1,1,0.0,0.0,0.0,0,0.0,0.0,10.769,28.571,100.0,40.0,0.0,1,0,0
1,18,1,1,1,1,1,0.0,0,1,1,0.0,0.0,0.0,0,0.0,0.0,10.769,28.571,100.0,40.0,0.0,1,0,0
-1,35,1,1,1,1,2,1.0,2922,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,66.667,100.0,100.0,0.0,1,1,0
1,23,1,1,1,1,1,,2922,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1,45,1,1,1,1,2,0.0,0,-1,1,100.0,0.0,0.0,0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,1,1,0
-1,24,0,1,1,1,2,0.0,5479,0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
-1,62,-1,1,1,1,2,,0,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,-1,1,0
-1,47,1,1,1,1,3,,0,1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,1,1,0
1,48,1,1,1,1,1,,365,-1,1,0.0,0.0,0.0,0,0.0,0.0,48.0,0.0,100.0,100.0,0.0,1,1,0
-1,34,-1,1,1,1,3,-1.0,3287,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1,1,0
-1,48,1,1,1,1,1,,0,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0,0,0
-1,68,1,1,1,1,2,0.0,0,1,1,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,1,0,0
1,37,1,1,1,1,1,0.0,365,-1,1,100.0,0.0,0.0,0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,1,1,0
-1,120,1,1,1,1,1,,1096,-1,1,100.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
-1,120,1,1,1,1,1,,1096,-1,1,100.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
-1,60,-1,1,1,1,3,,0,-1,1,0.0,0.0,0.0,0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,1,0,0
-1,61,1,1,1,1,3,,0,-1,1,0.0,0.0,0.0,0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,1,0,0
-1,96,1,1,1,1,3,-1.0,2922,-1,1,100.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,1,1,0
-1,58,1,1,1,1,1,,0,-1,1,100.0,0.0,0.0,0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,1,1,0
-1,57,-1,1,1,1,1,,0,-1,1,100.0,0.0,0.0,0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,1,0,0
1,57,0,1,1,1,4,-1.0,0,0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-1,56,1,1,1,1,3,,0,-1,1,0.0,0.0,0.0,0,0.0,100.0,86.667,100.0,100.0,87.5,0.0,1,0,0
-1,26,1,1,1,1,1,0.0,0,-1,1,0.0,0.0,0.0,0,0.0,0.0,50.0,100.0,100.0,0.0,0.0,1,0,0
-1,23,1,1,1,1,2,0.0,1096,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
-1,24,1,1,1,1,2,0.0,0,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
1,29,1,1,1,1,1,1.0,1096,1,1,0.0,0.0,0.0,0,0.0,0.0,33.333,4.444,0.0,15.152,0.0,1,1,0
-1,48,0,1,1,1,2,,731,0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
-1,42,0,1,1,1,2,,731,0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
1,43,1,1,1,1,2,,0,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
1,42,1,1,1,1,2,,0,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
-1,101,1,1,1,1,3,-1.0,1461,-1,1,100.0,0.0,0.0,0,0.0,0.0,100.0,100.0,0.0,100.0,0.0,1,1,0
1,46,-1,1,1,1,1,-1.0,0,-1,1,100.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,1,1,0
-1,196,1,1,1,1,2,0.0,0,1,1,100.0,0.0,0.0,0,0.0,0.0,91.667,0.0,0.0,100.0,0.0,1,1,0
-1,88,1,1,1,1,2,,0,-1,1,100.0,0.0,0.0,0,0.0,100.0,98.485,100.0,100.0,100.0,0.0,1,0,0
-1,114,1,1,1,1,1,,1096,-1,1,100.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
-1,104,-1,1,1,1,4,,1096,-1,1,100.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,1,1,0
1,54,1,1,1,1,2,0.0,365,1,1,0.0,0.0,0.0,0,0.0,0.0,66.667,0.0,100.0,100.0,0.0,1,1,0
-1,82,1,1,1,1,3,,365,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
-1,48,1,1,1,1,1,,0,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0,0,0
-1,159,-1,1,1,1,2,1.0,0,1,1,0.0,0.0,0.0,0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,1,1,0
-1,89,1,1,1,1,3,0.0,0,-1,1,100.0,0.0,0.0,0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0,0,0
-1,82,1,1,1,1,3,,365,-1,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
